x,y,z,force
0.005124626721679878,-0.013180599415937898,0.9999,741.275580917729
-0.02196495569184835,0.010837468406185675,0.9997,738.6086593649324
0.030358642558491432,0.00883758009896616,0.9995,739.5659589665667
-0.019422487094131812,-0.031973066713694376,0.9993,759.7667177421731
-0.008249749052317196,0.0416068701126847,0.9991,735.2516388255524
0.037794525849008095,-0.02775542858340758,0.9989,272.655269406008
-0.05067551888918213,-0.005504705742551587,0.9987,740.7208183375164
0.036142129707967256,0.04112780641089872,0.9985,700.3302712588754
0.0012043563574209303,-0.05827228780273183,0.9983,304.4707461962517
-0.04255014251766058,0.044563161599316524,0.9981,734.1708195535962
0.06462859629207911,-0.004328341635712446,0.9979,703.5671011900847
-0.05292996902554379,-0.04234534660331537,0.9977,749.2162633286
0.010868312745639526,0.06982571000758146,0.9975,707.0288527658087
0.04068657359243429,-0.06113356467037974,0.9973,1.7320508075688776
-0.0738858724445009,0.018233701026258195,0.9971,738.4132584986307
0.06905934595387558,0.03769876306223999,0.9969,694.8715742402089
-0.026264109843596426,-0.07680694326767236,0.9967,755.6599119084522
-0.033485170574630886,0.07659303722655063,0.9965,732.3147551933871
0.07857818440057805,-0.03481061528196283,0.9963,230.70588544636493
-0.08362367480713362,-0.028140202766696522,0.9961,745.0473988970987
0.043730865697774984,0.07918839173340467,0.9959,701.0876958246769
0.02175612676911054,-0.09004543824095884,0.9957,1.7320508075688772
-0.07863046094665493,0.05288667706820377,0.9955,755.0049451805062
0.09575896935826722,0.014426703970155937,0.9953,655.5837425917445
-0.06214297081089937,-0.07690410378384069,0.9951,750.2986694585854
-0.006249133454862648,0.10067243083914933,0.9949,738.3244598974143
0.07401751304796125,-0.07136748392787033,0.9947,1.7320508075688776
-0.1047024085105608,0.002675005063087782,0.9945,721.7171699040143
0.08043094494385618,0.06998837828838766,0.9943,695.1497043021276
-0.012239438708875172,-0.10777470083508336,0.9941,720.563409885559
-0.06484446810428995,0.08920753867399162,0.9939,750.5941549856257
0.10982501250393358,-0.02233330760346035,0.9937,456.3398827942193
-0.09757555097587979,-0.05862390171042343,0.9935,744.1694935261776
0.03284156135345033,0.11079955707432965,0.9933,743.7641330760381
0.0513751831376408,-0.10541812252916431,0.9931,1.7320508075688776
-0.1106555682180721,0.04364556360428381,0.9929,765.4154116336748
0.11262406281447097,0.04315704432838333,0.9927,669.545294169918
-0.054623848942211325,-0.10936171691564824,0.9925,754.5700525476441
-0.034038128005582924,0.11908868897538351,0.9923,738.713753436579
0.10689843125514997,-0.065652992279012,0.9921,221.5006460293993
-0.12471466285851453,-0.024096532283443925,0.9919,700.8479854003242
0.07660856061046793,0.10325811561902634,0.9917,702.5056779897279
0.01341923377575742,-0.12941280525848853,0.9915,233.53132457158526
-0.09844526658610153,0.0873661232217127,0.9913,760.9129150405596
0.1331028703889726,0.002101402916244511,0.9911,478.5461976650216
-0.09780230044685845,-0.09247648364477547,0.9909,745.5376836837139
0.009754376534164385,0.13571426652504037,0.9907,744.1247108124503
0.08538037370122681,-0.10779583380928394,0.9905,1.7320508075688776
-0.13718671101605653,0.022038972766376258,0.9903,771.4132071115472
0.11722866227573302,0.07719734931357537,0.9901,694.336205268904
-0.034637645430281,-0.13747080969808148,0.9899,715.1449976242782
-0.06797932155459407,0.12598699076086012,0.9897,734.1794860671376
0.13652855229410862,-0.04743104899192881,0.9895,460.1131225097174
-0.13396233811422179,-0.057789289379356526,0.9893,701.5495902962541
0.06029628957941504,0.13433371677637512,0.9891,737.5923997807904
0.046700828333840774,-0.14105255273455045,0.9889,1.7320508075688776
-0.13087217693948025,0.07310802488866275,0.9887,321.08044271425416
0.14716278476678782,0.03479748237565468,0.9885,646.9765836441651
-0.08573959662355715,-0.12614210863478456,0.9883,770.39496578424
-0.02217206347797621,0.15220640459957208,0.9881,743.2106055898662
0.12015409127022172,-0.09806418485373355,0.9879,500.5468024056505
-0.15610585812878686,-0.008925864544962844,0.9877,711.6162209503277
0.10995597361484676,0.1129311022987513,0.9875,701.6995472463489
-0.004832208025246637,-0.15879345000849635,0.9873,525.4739266607011
-0.1045084035114895,0.12129131706548385,0.9871,762.9140242691866
0.16021204688822033,-0.018986575043611537,0.9869,478.37348995724744
-0.131949895565716,-0.09493331902022913,0.9867,689.5998269468018
0.03341599072451782,0.1603156934423416,0.9865,748.3552711215004
0.08426490585955017,-0.1418158511608672,0.9863,305.09862630868633
-0.1590701348373366,0.04799460597641786,0.9861,347.3848364351899
0.1507788921472385,0.07257351915713764,0.9859,691.3928618127633
-0.06259307984715179,-0.15645324015579876,0.9857,706.7058516767063
-0.05994027480996142,0.15873535666544558,0.9855,735.8624133794245
0.1524553222013418,-0.07707972971206595,0.9853,688.9482882401815
-0.16558922561366707,-0.04645641355793752,0.9851,690.7810944294995
0.09132171040531048,0.147079350041563,0.9849,710.6659409303263
0.032222571260031814,-0.1712530755968842,0.9847,235.00662278586987
-0.14034105160311391,0.10518621219024876,0.9845,297.07091119391754
0.17564896312686684,0.017347961046090005,0.9843,658.974676129983
-0.11854166724836437,-0.13226890460716043,0.9841,710.0477032987014
-0.0019494738329170445,0.17870923185939436,0.9839,746.6377034513796
0.12290401511974113,-0.13125895423721157,0.9837,514.5662686631368
-0.18037723529542649,0.013849295548087266,0.9835,724.8501710863173
0.1432125904302423,0.11229988398150632,0.9833,698.0272842529528
-0.029919088669925965,-0.18060796807771565,0.9831,536.0435301601394
-0.10052206236892705,0.15428190100299372,0.9829,771.4327660700726
0.1793685997782288,-0.04612608170653068,0.9827,684.3978019125385
-0.16435215517221613,-0.08764769871621109,0.9825,627.8961727386193
0.06233303238523628,0.17663890588899483,0.9823,739.3151023284795
0.07376498018583129,-0.17331565912572347,0.9821,315.82066636601405
-0.1724115915930371,0.07840046609782228,0.9819,321.7104602549262
0.18107279599852716,0.05897247280957227,0.9817,478.22553363587656
-0.09418789117900528,-0.16669250479626185,0.9815,768.3958043717112
-0.04337836532158905,0.18753300355411273,0.9813,736.5502197356684
